id,hour,hour_bef_temperature,hour_bef_precipitation,hour_bef_windspeed,hour_bef_humidity,hour_bef_visibility,hour_bef_ozone,hour_bef_pm10,hour_bef_pm2.5,count
113,7,21.2,0.0,0.3,90.0,268.0,0.006,38.0,28.0,91.13
115,1,21.5,1.0,0.5,90.0,347.0,0.0,0.0,0.0,58.15
116,11,23.7,0.0,3.2,27.0,2000.0,0.046,21.0,12.0,122.29
120,8,16.6,0.0,1.0,44.0,2000.0,0.01,24.0,12.0,152.97
121,10,17.9,0.0,0.3,100.0,406.0,0.008,13.0,14.0,91.05
122,19,28.0,0.0,4.3,33.0,2000.0,0.066,40.0,28.0,333.61
132,22,20.8,0.0,1.6,62.0,1842.0,0.042,32.0,20.0,216.6
143,7,20.5,1.0,1.9,92.0,508.0,0.031,24.0,17.0,94.61
147,1,22.8,0.0,1.2,57.0,1190.0,0.0,0.0,0.0,66.13
150,4,18.3,0.0,3.1,74.0,391.0,0.051,49.0,37.0,18.47
151,0,21.7,0.0,2.3,64.0,1038.0,0.036,46.0,35.0,85.43
152,17,28.8,0.0,3.4,37.0,1966.0,0.07,45.0,26.0,226.16
153,0,24.8,0.0,1.7,54.0,2000.0,0.02,29.0,19.0,91.93
155,8,20.3,0.0,0.3,77.0,265.0,0.014,62.0,45.0,178.04
156,20,16.6,1.0,3.7,79.0,1729.0,0.039,21.0,14.0,82.18
159,14,28.5,0.0,2.0,26.0,1984.0,0.058,27.0,17.0,187.82
161,8,16.8,0.0,0.5,44.0,2000.0,0.026,31.0,15.0,131.5
163,2,19.6,0.0,1.8,39.0,2000.0,0.037,27.0,18.0,51.48
177,14,24.6,0.0,2.8,28.0,2000.0,0.051,37.0,15.0,171.98
186,5,20.9,0.0,2.4,84.0,1215.0,0.04,17.0,14.0,22.02
188,5,16.0,0.0,1.9,57.0,2000.0,0.031,33.0,18.0,20.24
190,7,18.6,0.0,1.0,64.0,2000.0,0.025,34.0,21.0,88.26
191,10,17.5,0.0,2.4,72.0,980.0,0.028,33.0,23.0,88.27
192,18,24.1,0.0,3.2,57.0,796.0,0.069,50.0,34.0,255.1
195,20,27.8,0.0,3.5,44.0,1414.0,0.069,57.0,42.0,307.49
200,23,21.5,0.0,1.6,65.0,1717.0,0.047,29.0,20.0,162.26
209,19,26.9,0.0,3.9,42.0,2000.0,0.057,40.0,26.0,315.2
210,5,21.2,0.0,0.5,90.0,324.0,0.0069999999999999,33.0,26.0,24.68
211,16,33.0,0.0,4.4,37.0,988.0,0.09,52.0,36.0,238.01
214,22,22.2,0.0,2.8,84.0,1497.0,0.009,24.0,19.0,135.18
215,3,23.1,0.0,1.9,64.0,1068.0,0.038,45.0,35.0,33.0
218,11,26.0,0.0,3.0,55.0,895.0,0.05,49.0,28.0,101.29
219,2,18.3,0.0,0.1,74.0,486.0,0.04,44.0,34.0,32.38
222,8,17.2,0.0,2.1,43.0,2000.0,0.026,20.0,15.0,125.89
225,5,18.2,0.0,1.4,81.0,857.0,0.036,39.0,22.0,15.19
228,19,28.3,0.0,3.0,24.0,2000.0,0.056,31.0,15.0,314.98
236,15,27.3,0.0,4.1,21.0,2000.0,0.061,28.0,17.0,230.85
241,6,17.0,0.0,0.6,51.0,2000.0,0.034,20.0,17.0,35.42
242,16,25.4,0.0,3.4,50.0,1845.0,0.054,34.0,25.0,183.05
243,16,28.4,0.0,4.2,19.0,2000.0,0.055,23.0,8.0,232.28
245,4,20.8,0.0,0.0,64.0,1969.0,0.014,37.0,27.0,28.08
247,22,25.0,0.0,2.9,35.0,2000.0,0.027,34.0,22.0,247.66
251,15,28.8,0.0,2.4,53.0,1443.0,0.049,26.0,22.0,131.65
252,7,16.6,0.0,1.3,50.0,2000.0,0.027,22.0,15.0,80.71
253,0,24.3,0.0,1.4,75.0,343.0,0.04,57.0,44.0,84.99
254,9,17.0,0.0,1.2,80.0,586.0,0.034,34.0,25.0,95.15
258,18,24.3,0.0,5.9,32.0,2000.0,0.046,33.0,15.0,330.79
260,1,20.0,0.0,2.0,65.0,1662.0,0.0,0.0,0.0,59.5
261,13,29.2,0.0,2.1,39.0,1070.0,0.0819999999999999,60.0,38.0,167.04
265,0,19.9,0.0,1.6,51.0,2000.0,0.033,25.0,17.0,111.36
266,21,26.8,0.0,2.0,52.0,2000.0,0.03,38.0,23.0,278.51
267,19,27.3,0.0,3.5,65.0,790.0,0.056,40.0,31.0,284.12
269,15,23.9,0.0,1.9,38.0,2000.0,0.044,28.0,15.0,157.32
270,1,20.0,0.0,1.7,31.0,2000.0,0.0,0.0,0.0,73.08
275,11,25.6,0.0,1.5,46.0,967.0,0.044,45.0,35.0,101.31
278,2,22.9,0.0,1.2,66.0,1703.0,0.009,29.0,22.0,40.25
279,0,19.3,0.0,2.0,69.0,574.0,0.045,37.0,30.0,83.72
286,7,22.5,0.0,0.8,56.0,2000.0,0.026,25.0,16.0,96.18
287,3,16.8,0.0,0.9,46.0,2000.0,0.009,26.0,14.0,28.39
288,22,22.0,0.0,3.4,31.0,2000.0,0.017,37.0,11.0,220.47
289,23,20.3,0.0,2.9,64.0,1694.0,0.038,34.0,18.0,148.12
293,5,17.5,0.0,1.9,49.0,2000.0,0.034,21.0,17.0,18.15
294,16,25.0,0.0,5.2,58.0,811.0,0.077,49.0,32.0,145.8
297,1,15.1,1.0,2.2,98.0,224.0,0.0,0.0,0.0,42.96
302,9,24.2,0.0,1.0,75.0,375.0,0.03,51.0,39.0,123.23
303,7,19.5,0.0,1.4,86.0,218.0,0.014,56.0,43.0,79.73
304,23,14.6,1.0,3.7,94.0,306.0,0.04,18.0,15.0,64.41
307,10,26.0,0.0,0.8,44.0,1517.0,0.028,55.0,33.0,101.94
309,4,20.1,0.0,0.4,72.0,729.0,0.016,49.0,38.0,25.81
311,14,30.1,0.0,2.8,29.0,1744.0,0.079,43.0,27.0,168.39
312,23,22.7,1.0,0.8,85.0,560.0,0.01,41.0,30.0,126.44
314,16,29.6,0.0,3.0,33.0,1745.0,0.065,54.0,36.0,175.7
315,16,27.8,0.0,4.1,24.0,2000.0,0.061,25.0,14.0,237.96
319,23,20.2,0.0,3.1,48.0,2000.0,0.037,25.0,17.0,157.79
322,11,23.6,0.0,3.2,34.0,1944.0,0.033,24.0,8.0,115.92
323,1,18.7,0.0,1.4,41.0,2000.0,0.0,0.0,0.0,67.37
325,14,29.9,0.0,3.3,50.0,628.0,0.058,64.0,46.0,118.72
327,23,25.1,0.0,1.5,53.0,2000.0,0.031,30.0,19.0,235.84
330,2,20.1,0.0,1.5,74.0,1219.0,0.033,30.0,19.0,37.31
332,15,27.8,0.0,2.2,26.0,2000.0,0.055,23.0,12.0,192.02
333,4,18.3,0.0,1.0,46.0,2000.0,0.044,21.0,15.0,18.17
338,11,27.5,0.0,1.9,42.0,1445.0,0.026,58.0,39.0,102.0
341,9,18.9,0.0,1.2,78.0,292.0,0.046,61.0,49.0,112.0
345,21,23.7,1.0,2.3,72.0,856.0,0.032,45.0,31.0,171.77
348,23,17.5,0.0,3.9,83.0,1884.0,0.032,26.0,20.0,117.71
349,2,22.3,0.0,2.1,42.0,2000.0,0.041,28.0,16.0,51.52
350,9,21.4,0.0,1.3,35.0,2000.0,0.025,30.0,15.0,118.05
352,1,19.2,0.0,1.4,80.0,1085.0,0.0,0.0,0.0,61.39
355,4,15.5,0.0,2.3,86.0,798.0,0.048,24.0,21.0,14.99
356,15,25.5,0.0,3.6,40.0,1404.0,0.077,0.0,0.0,238.78
358,1,23.6,0.0,0.9,83.0,466.0,0.0,0.0,0.0,59.43
363,13,28.5,0.0,1.3,48.0,1853.0,0.04,25.0,19.0,128.09
369,14,28.6,0.0,3.6,40.0,1675.0,0.063,44.0,27.0,160.5
371,5,18.1,0.0,3.0,76.0,403.0,0.055,52.0,41.0,18.4
372,14,29.8,0.0,3.1,42.0,1126.0,0.059,42.0,30.0,140.42
375,20,27.5,0.0,2.4,32.0,2000.0,0.048,35.0,24.0,305.87
380,13,29.6,0.0,3.1,49.0,870.0,0.041,34.0,29.0,130.12
388,2,18.2,0.0,3.0,39.0,2000.0,0.032,21.0,10.0,45.59
391,15,29.0,0.0,2.9,49.0,1776.0,0.052,0.0,0.0,142.88
392,19,25.5,0.0,2.7,71.0,1248.0,0.056,28.0,22.0,246.72
393,18,28.5,0.0,3.9,37.0,1955.0,0.069,42.0,23.0,358.16
394,8,20.0,0.0,0.8,65.0,652.0,0.017,44.0,28.0,198.94
396,3,19.7,0.0,0.6,69.0,1626.0,0.017,36.0,25.0,33.49
401,6,17.8,0.0,1.3,86.0,788.0,0.026,35.0,20.0,36.72
407,0,17.3,0.0,3.5,82.0,2000.0,0.043,23.0,17.0,106.89
409,0,21.1,0.0,1.9,26.0,2000.0,0.045,43.0,18.0,89.53
410,9,25.3,0.0,1.2,54.0,1349.0,0.012,28.0,20.0,116.45
416,16,18.1,0.0,2.5,92.0,720.0,0.02,30.0,23.0,107.79
418,9,20.6,0.0,2.3,43.0,2000.0,0.041,21.0,13.0,122.95
420,13,27.5,0.0,3.3,26.0,2000.0,0.048,28.0,16.0,155.2
421,15,32.1,0.0,1.9,34.0,977.0,0.119,61.0,42.0,235.62
422,14,29.2,0.0,3.0,50.0,1800.0,0.045,24.0,20.0,126.99
424,19,25.6,0.0,4.3,21.0,2000.0,0.051,24.0,14.0,284.41
428,18,28.0,0.0,3.2,64.0,842.0,0.068,47.0,37.0,314.14
429,17,31.1,0.0,2.9,45.0,718.0,0.094,63.0,51.0,242.04
431,22,22.5,0.0,1.8,85.0,1111.0,0.03,29.0,26.0,155.22
435,4,15.8,1.0,2.2,100.0,188.0,0.036,9.0,9.0,10.43
439,9,19.6,0.0,0.8,37.0,2000.0,0.028,31.0,15.0,114.55
441,5,21.3,1.0,2.1,87.0,187.0,0.036,25.0,21.0,19.15
447,0,24.2,0.0,1.2,70.0,1050.0,0.036,27.0,22.0,96.01
449,15,30.3,0.0,1.7,45.0,805.0,0.067,42.0,32.0,139.77
451,15,30.0,0.0,4.5,47.0,1340.0,0.07,48.0,33.0,138.7
452,4,22.3,0.0,0.9,71.0,1423.0,0.006,30.0,23.0,26.26
454,20,22.1,0.0,4.9,68.0,567.0,0.075,53.0,42.0,210.75
458,17,31.7,0.0,3.0,40.0,565.0,0.125,91.0,63.0,236.88
463,13,28.1,0.0,2.0,35.0,1578.0,0.042,52.0,34.0,124.34
467,4,22.7,0.0,1.1,82.0,315.0,0.032,54.0,40.0,21.76
470,18,24.5,1.0,2.1,81.0,1020.0,0.059,26.0,21.0,225.37
471,14,23.3,0.0,1.3,40.0,2000.0,0.041,30.0,17.0,154.63
474,20,26.5,0.0,2.7,39.0,1945.0,0.058,42.0,30.0,282.23
478,4,23.1,0.0,1.7,61.0,1349.0,0.037,45.0,32.0,24.45
483,9,21.9,0.0,2.0,75.0,934.0,0.019,32.0,25.0,124.44
484,14,24.7,0.0,3.4,49.0,656.0,0.077,62.0,40.0,117.83
485,0,23.3,0.0,1.7,53.0,2000.0,0.003,34.0,24.0,88.65
486,12,27.4,0.0,2.4,36.0,1357.0,0.043,50.0,35.0,127.76
491,10,25.8,0.0,0.7,65.0,409.0,0.026,50.0,38.0,99.26
494,10,20.1,0.0,2.7,73.0,385.0,0.049,55.0,44.0,102.18
495,22,25.1,0.0,2.2,71.0,758.0,0.032,42.0,33.0,218.92
497,22,22.9,0.0,2.3,64.0,1291.0,0.022,40.0,30.0,206.4
499,16,30.7,0.0,3.7,45.0,1070.0,0.062,44.0,34.0,155.99
515,12,23.0,0.0,3.1,58.0,1369.0,0.034,37.0,21.0,110.94
518,22,21.1,0.0,4.0,57.0,1935.0,0.035,35.0,22.0,214.28
521,8,18.3,0.0,1.7,44.0,2000.0,0.016,26.0,15.0,165.42
525,13,31.6,0.0,1.2,28.0,1703.0,0.06,0.0,29.0,158.5
529,17,26.7,0.0,4.1,40.0,1980.0,0.061,42.0,27.0,245.27
532,13,27.7,0.0,1.5,43.0,1973.0,0.018,35.0,23.0,145.27
534,0,21.9,0.0,2.1,79.0,1808.0,0.038,20.0,15.0,105.43
540,0,19.0,0.0,2.8,38.0,2000.0,0.029,21.0,10.0,112.89
544,19,27.2,0.0,2.1,18.0,2000.0,0.047,21.0,8.0,299.89
547,15,25.6,0.0,2.0,21.0,2000.0,0.046,34.0,9.0,166.8
549,2,19.4,0.0,3.8,32.0,2000.0,0.037,41.0,18.0,49.65
563,2,21.1,0.0,1.1,75.0,637.0,0.039,55.0,33.0,40.31
564,14,30.8,0.0,3.0,32.0,1536.0,0.063,54.0,36.0,142.85
567,9,23.7,0.0,0.9,72.0,543.0,0.016,34.0,29.0,121.96
572,12,27.2,0.0,2.4,57.0,658.0,0.046,44.0,38.0,109.3
577,14,27.9,0.0,2.6,52.0,740.0,0.075,42.0,34.0,120.04
578,17,27.8,0.0,4.4,24.0,2000.0,0.058,25.0,14.0,275.36
585,18,29.0,0.0,3.5,49.0,1167.0,0.054,43.0,36.0,328.43
588,15,30.2,0.0,3.4,46.0,909.0,0.064,50.0,38.0,133.79
589,13,29.1,0.0,2.6,55.0,571.0,0.046,53.0,41.0,120.26
590,11,21.3,0.0,2.8,43.0,1926.0,0.033,34.0,17.0,103.78
592,5,22.5,0.0,0.9,82.0,496.0,0.024,33.0,27.0,24.35
594,18,23.6,1.0,3.3,80.0,1221.0,0.059,26.0,20.0,208.64
596,5,20.6,0.0,1.1,82.0,983.0,0.033,28.0,23.0,22.62
598,18,29.5,0.0,3.5,53.0,715.0,0.076,54.0,45.0,333.74
599,12,26.9,0.0,2.5,26.0,1922.0,0.043,24.0,16.0,145.2
605,6,20.9,0.0,1.7,83.0,1421.0,0.034,20.0,17.0,43.58
606,12,27.4,0.0,0.9,54.0,1645.0,0.031,27.0,17.0,132.1
607,21,25.1,0.0,3.4,68.0,1178.0,0.039,35.0,26.0,230.4
608,22,20.9,0.0,3.3,42.0,2000.0,0.043,24.0,15.0,214.57
609,1,18.6,0.0,2.4,37.0,2000.0,0.0,0.0,0.0,67.62
610,19,25.2,0.0,4.1,46.0,1988.0,0.046,40.0,21.0,280.11
611,8,21.7,0.0,2.2,77.0,1753.0,0.022,20.0,15.0,172.26
614,15,25.2,0.0,3.7,50.0,1719.0,0.0,32.0,21.0,129.27
615,20,21.6,0.0,4.1,67.0,1967.0,0.033,28.0,16.0,221.56
616,22,25.0,0.0,2.4,54.0,1659.0,0.057,53.0,35.0,252.43
617,13,24.6,0.0,3.1,50.0,1669.0,0.052,38.0,25.0,126.74
618,19,23.1,0.0,4.3,51.0,1039.0,0.062,36.0,28.0,233.22
624,9,22.8,0.0,2.2,69.0,812.0,0.025,32.0,24.0,117.75
629,13,29.6,0.0,2.6,32.0,1818.0,0.046,59.0,36.0,137.07
631,0,25.1,0.0,3.0,47.0,1984.0,0.032,43.0,27.0,94.41
633,7,22.0,0.0,1.3,80.0,545.0,0.015,37.0,30.0,102.8
637,3,21.7,0.0,2.4,79.0,1535.0,0.031,26.0,22.0,31.34
638,11,26.0,0.0,2.0,57.0,781.0,0.019,33.0,26.0,109.8
643,1,16.8,0.0,3.6,83.0,1839.0,0.0,0.0,0.0,76.36
644,23,20.6,0.0,2.6,63.0,1678.0,0.03,42.0,22.0,145.73
645,2,21.5,0.0,0.9,75.0,1317.0,0.019,31.0,24.0,38.88
646,21,20.7,0.0,3.1,60.0,1121.0,0.057,33.0,29.0,206.85
648,17,21.5,0.0,3.4,54.0,1937.0,0.04,25.0,17.0,181.77
650,6,18.3,0.0,1.1,65.0,2000.0,0.024,28.0,15.0,36.41
651,8,22.1,0.0,1.3,72.0,803.0,0.028,32.0,23.0,187.49
652,23,25.6,0.0,3.9,42.0,2000.0,0.032,42.0,32.0,252.98
656,23,19.7,0.0,1.5,77.0,1621.0,0.027,31.0,17.0,108.82
657,5,22.8,0.0,1.8,60.0,1225.0,0.026,52.0,37.0,27.62
659,7,18.3,0.0,2.5,77.0,331.0,0.061,53.0,39.0,70.76
660,17,23.3,0.0,4.4,61.0,739.0,0.073,54.0,40.0,195.19
662,10,25.9,0.0,1.5,41.0,1542.0,0.015,41.0,30.0,103.11
665,18,27.9,0.0,4.3,41.0,1954.0,0.078,45.0,30.0,368.63
675,19,29.0,0.0,4.0,38.0,1959.0,0.053,0.0,0.0,310.94
681,23,19.1,0.0,1.0,59.0,2000.0,0.027,35.0,18.0,158.58
682,17,25.9,0.0,4.3,58.0,1794.0,0.026,46.0,28.0,191.9
685,5,15.6,0.0,0.5,46.0,2000.0,0.003,24.0,13.0,19.45
686,14,26.8,0.0,4.5,22.0,2000.0,0.062,28.0,17.0,215.77
689,3,21.3,0.0,1.7,77.0,1247.0,0.024,30.0,24.0,32.02
696,13,23.0,0.0,3.2,26.0,2000.0,0.037,45.0,13.0,135.19
703,23,22.3,0.0,2.3,67.0,1236.0,0.021,33.0,27.0,146.43
704,10,24.8,0.0,1.4,69.0,538.0,0.033,43.0,35.0,98.46
705,22,20.0,0.0,2.3,78.0,1753.0,0.027,31.0,17.0,121.81
714,21,21.1,0.0,2.9,43.0,2000.0,0.042,28.0,18.0,234.64
717,7,18.7,0.0,1.2,74.0,824.0,0.014,38.0,24.0,101.72
718,4,23.0,0.0,1.7,80.0,577.0,0.021,31.0,24.0,23.06
720,7,15.8,0.0,1.6,54.0,2000.0,0.033,23.0,15.0,83.8
721,17,29.6,0.0,3.7,31.0,1584.0,0.098,47.0,35.0,253.8
723,21,21.0,0.0,3.5,32.0,2000.0,0.028,28.0,12.0,235.11
726,8,22.4,0.0,1.0,80.0,473.0,0.016,34.0,29.0,186.62
728,14,29.1,0.0,2.4,44.0,664.0,0.047,51.0,35.0,142.27
730,8,21.3,0.0,1.6,60.0,902.0,0.049,44.0,30.0,191.18
731,3,22.8,0.0,1.1,67.0,1637.0,0.0069999999999999,29.0,22.0,35.22
734,18,27.3,0.0,3.2,16.0,2000.0,0.047,18.0,8.0,338.57
737,0,21.4,0.0,2.5,84.0,1163.0,0.019,29.0,22.0,74.58
738,4,17.2,0.0,2.4,49.0,2000.0,0.031,24.0,12.0,18.37
745,16,30.0,0.0,3.4,51.0,911.0,0.057,28.0,20.0,166.11
746,3,23.5,0.0,1.1,77.0,581.0,0.008,37.0,28.0,33.71
749,20,22.0,0.0,3.6,52.0,1895.0,0.06,33.0,26.0,227.37
752,3,21.2,0.0,1.6,80.0,684.0,0.026,32.0,26.0,32.28
753,8,21.6,0.0,0.4,86.0,396.0,0.011,41.0,30.0,182.55
758,20,22.0,0.0,2.6,35.0,2000.0,0.036,32.0,14.0,244.97
765,5,22.7,0.0,2.6,81.0,445.0,0.04,33.0,25.0,23.25
766,17,29.3,0.0,3.1,41.0,934.0,0.098,67.0,46.0,227.94
768,0,22.1,0.0,2.3,68.0,1203.0,0.02,35.0,27.0,86.15
769,16,26.8,0.0,2.1,18.0,1997.0,0.046,30.0,10.0,184.12
774,14,26.6,0.0,4.4,50.0,1833.0,0.052,40.0,29.0,127.55
775,10,19.3,0.0,3.6,48.0,1949.0,0.029,32.0,16.0,102.3
781,1,20.1,0.0,3.1,81.0,266.0,0.0,0.0,0.0,58.82
784,19,27.4,0.0,3.4,45.0,1857.0,0.066,46.0,26.0,321.03
794,4,24.1,0.0,1.5,52.0,2000.0,0.011,30.0,24.0,31.76
795,20,25.3,0.0,5.4,30.0,1975.0,0.042,47.0,19.0,265.84
796,0,23.5,0.0,1.1,66.0,1618.0,0.011,28.0,20.0,87.55
802,22,22.9,1.0,1.1,85.0,564.0,0.022,45.0,28.0,149.39
803,8,21.3,0.0,1.3,52.0,1843.0,0.0069999999999999,37.0,24.0,202.98
805,2,21.3,0.0,2.1,81.0,621.0,0.024,33.0,27.0,36.6
806,21,26.4,0.0,2.7,35.0,2000.0,0.041,49.0,36.0,285.55
807,10,24.4,0.0,1.5,56.0,1073.0,0.025,33.0,24.0,107.24
809,5,17.9,0.0,1.2,86.0,816.0,0.027,31.0,20.0,15.79
810,16,26.9,0.0,5.1,46.0,1787.0,0.046,33.0,23.0,162.65
812,8,20.9,0.0,1.3,80.0,731.0,0.021,30.0,25.0,186.32
814,9,22.6,0.0,2.0,64.0,749.0,0.029,49.0,27.0,115.99
818,20,23.9,0.0,3.4,45.0,1957.0,0.061,43.0,26.0,244.62
819,14,31.7,0.0,3.6,28.0,1480.0,0.068,49.0,31.0,131.3
825,0,14.8,1.0,2.8,97.0,356.0,0.036,12.0,11.0,69.54
836,12,18.9,0.0,2.1,98.0,203.0,0.012,28.0,19.0,111.28
839,13,25.7,0.0,3.9,52.0,1293.0,0.045,41.0,28.0,119.17
847,21,24.9,0.0,3.3,34.0,2000.0,0.04,33.0,16.0,255.68
848,8,20.4,0.0,2.1,89.0,978.0,0.025,23.0,17.0,173.53
851,14,28.8,0.0,2.4,51.0,757.0,0.063,46.0,38.0,106.9
852,12,26.0,0.0,2.3,26.0,2000.0,0.034,28.0,13.0,136.57
853,6,20.6,1.0,1.9,91.0,430.0,0.031,24.0,21.0,41.48
857,14,24.3,0.0,3.9,23.0,2000.0,0.046,27.0,14.0,144.77
858,2,24.1,0.0,2.7,56.0,1565.0,0.035,46.0,33.0,46.96
859,21,23.8,0.0,3.7,57.0,1645.0,0.026,42.0,32.0,211.87
861,2,15.3,1.0,2.5,100.0,237.0,0.036,9.0,9.0,20.64
867,11,25.1,0.0,2.9,50.0,874.0,0.07,49.0,35.0,99.91
870,20,24.2,0.0,3.6,80.0,958.0,0.052,30.0,25.0,200.48
871,23,23.8,0.0,2.4,40.0,2000.0,0.022,42.0,30.0,215.68
872,15,33.8,0.0,1.7,27.0,1900.0,0.085,37.0,24.0,234.56
874,18,30.1,0.0,1.3,19.0,1949.0,0.085,25.0,18.0,363.89
881,15,28.0,0.0,4.1,19.0,1989.0,0.056,25.0,10.0,195.99
886,12,22.8,0.0,3.8,23.0,2000.0,0.039,21.0,11.0,137.09
890,1,20.9,0.0,0.4,73.0,1218.0,0.0,0.0,0.0,60.35
895,12,25.1,0.0,3.5,25.0,2000.0,0.055,22.0,13.0,164.57
899,0,23.3,0.0,1.4,56.0,1507.0,0.042,47.0,29.0,92.55
900,20,25.1,0.0,4.7,53.0,2000.0,0.05,38.0,24.0,262.91
901,21,23.7,0.0,4.3,25.0,2000.0,0.04,50.0,19.0,252.1
902,16,27.3,0.0,2.1,27.0,1975.0,0.065,23.0,12.0,248.72
903,6,20.1,0.0,0.7,58.0,2000.0,0.012,35.0,24.0,50.29
913,21,23.7,0.0,3.5,22.0,2000.0,0.038,23.0,13.0,252.93
918,23,22.8,0.0,3.8,40.0,2000.0,0.038,25.0,11.0,189.7
923,21,20.2,0.0,3.7,74.0,1812.0,0.028,33.0,17.0,130.69
924,2,21.7,0.0,1.7,79.0,1555.0,0.022,28.0,21.0,38.68
926,3,19.2,0.0,0.3,66.0,1798.0,0.03,31.0,21.0,30.88
927,5,16.9,0.0,2.3,51.0,2000.0,0.031,25.0,13.0,18.21
930,20,24.3,0.0,2.6,66.0,926.0,0.034,46.0,29.0,220.82
934,2,18.9,0.0,2.2,83.0,791.0,0.021,33.0,19.0,29.73
937,23,22.1,0.0,1.5,80.0,1563.0,0.033,21.0,19.0,132.67
939,19,18.7,0.0,3.3,81.0,1637.0,0.028,24.0,16.0,146.71
941,7,17.0,0.0,2.8,51.0,2000.0,0.037,22.0,11.0,91.42
942,18,29.5,0.0,3.8,31.0,1951.0,0.069,39.0,27.0,363.74
946,20,26.6,0.0,3.1,56.0,1174.0,0.041,42.0,33.0,264.09
950,10,24.4,0.0,2.0,58.0,869.0,0.04,45.0,28.0,100.1
953,9,17.1,0.0,2.4,77.0,416.0,0.053,53.0,36.0,82.21
959,11,18.4,1.0,0.7,100.0,238.0,0.009,17.0,14.0,104.3
961,3,18.3,0.0,1.4,86.0,861.0,0.024,32.0,18.0,28.56
962,7,21.1,0.0,1.6,80.0,1722.0,0.031,21.0,14.0,98.59
964,19,17.4,1.0,1.5,80.0,1136.0,0.041,22.0,18.0,73.03
969,21,21.5,0.0,4.0,71.0,499.0,0.066,58.0,44.0,187.86
971,12,22.3,0.0,5.0,36.0,1938.0,0.039,35.0,17.0,145.74
976,6,18.7,0.0,0.8,72.0,1126.0,0.017,37.0,22.0,37.36
978,20,22.6,0.0,3.2,35.0,2000.0,0.046,30.0,14.0,240.22
980,23,25.2,0.0,2.2,60.0,1561.0,0.033,30.0,26.0,223.34
981,14,25.9,0.0,3.5,45.0,1376.0,0.065,39.0,25.0,141.62
