id,hour,hour_bef_temperature,hour_bef_precipitation,hour_bef_windspeed,hour_bef_humidity,hour_bef_visibility,hour_bef_ozone,hour_bef_pm10,hour_bef_pm2.5,count
243,16,28.4,0.0,4.2,19.0,2000.0,0.055,23.0,8.0,234.79
245,4,20.8,0.0,0.0,64.0,1969.0,0.014,37.0,27.0,18.18
247,22,25.0,0.0,2.9,35.0,2000.0,0.027,34.0,22.0,248.46
251,15,28.8,0.0,2.4,53.0,1443.0,0.049,26.0,22.0,134.4
252,7,16.6,0.0,1.3,50.0,2000.0,0.027,22.0,15.0,83.7
253,0,24.3,0.0,1.4,75.0,343.0,0.04,57.0,44.0,86.07
254,9,17.0,0.0,1.2,80.0,586.0,0.034,34.0,25.0,85.48
258,18,24.3,0.0,5.9,32.0,2000.0,0.046,33.0,15.0,323.05
260,1,20.0,0.0,2.0,65.0,1662.0,0.0,0.0,0.0,62.2
261,13,29.2,0.0,2.1,39.0,1070.0,0.0819999999999999,60.0,38.0,165.24
265,0,19.9,0.0,1.6,51.0,2000.0,0.033,25.0,17.0,119.86
266,21,26.8,0.0,2.0,52.0,2000.0,0.03,38.0,23.0,290.33
267,19,27.3,0.0,3.5,65.0,790.0,0.056,40.0,31.0,298.86
269,15,23.9,0.0,1.9,38.0,2000.0,0.044,28.0,15.0,151.7
270,1,20.0,0.0,1.7,31.0,2000.0,0.0,0.0,0.0,72.37
275,11,25.6,0.0,1.5,46.0,967.0,0.044,45.0,35.0,99.57
278,2,22.9,0.0,1.2,66.0,1703.0,0.009,29.0,22.0,35.03
279,0,19.3,0.0,2.0,69.0,574.0,0.045,37.0,30.0,81.34
286,7,22.5,0.0,0.8,56.0,2000.0,0.026,25.0,16.0,87.08
287,3,16.8,0.0,0.9,46.0,2000.0,0.009,26.0,14.0,28.15
288,22,22.0,0.0,3.4,31.0,2000.0,0.017,37.0,11.0,225.01
289,23,20.3,0.0,2.9,64.0,1694.0,0.038,34.0,18.0,133.41
293,5,17.5,0.0,1.9,49.0,2000.0,0.034,21.0,17.0,20.18
294,16,25.0,0.0,5.2,58.0,811.0,0.077,49.0,32.0,152.94
297,1,15.1,1.0,2.2,98.0,224.0,0.0,0.0,0.0,45.72
302,9,24.2,0.0,1.0,75.0,375.0,0.03,51.0,39.0,117.18
303,7,19.5,0.0,1.4,86.0,218.0,0.014,56.0,43.0,49.17
304,23,14.6,1.0,3.7,94.0,306.0,0.04,18.0,15.0,74.63
307,10,26.0,0.0,0.8,44.0,1517.0,0.028,55.0,33.0,103.3
309,4,20.1,0.0,0.4,72.0,729.0,0.016,49.0,38.0,16.59
311,14,30.1,0.0,2.8,29.0,1744.0,0.079,43.0,27.0,169.54
312,23,22.7,1.0,0.8,85.0,560.0,0.01,41.0,30.0,139.3
314,16,29.6,0.0,3.0,33.0,1745.0,0.065,54.0,36.0,159.24
315,16,27.8,0.0,4.1,24.0,2000.0,0.061,25.0,14.0,231.16
319,23,20.2,0.0,3.1,48.0,2000.0,0.037,25.0,17.0,159.03
322,11,23.6,0.0,3.2,34.0,1944.0,0.033,24.0,8.0,118.77
323,1,18.7,0.0,1.4,41.0,2000.0,0.0,0.0,0.0,72.79
325,14,29.9,0.0,3.3,50.0,628.0,0.058,64.0,46.0,135.76
327,23,25.1,0.0,1.5,53.0,2000.0,0.031,30.0,19.0,249.48
330,2,20.1,0.0,1.5,74.0,1219.0,0.033,30.0,19.0,31.55
332,15,27.8,0.0,2.2,26.0,2000.0,0.055,23.0,12.0,195.1
333,4,18.3,0.0,1.0,46.0,2000.0,0.044,21.0,15.0,19.06
338,11,27.5,0.0,1.9,42.0,1445.0,0.026,58.0,39.0,101.69
341,9,18.9,0.0,1.2,78.0,292.0,0.046,61.0,49.0,102.73
345,21,23.7,1.0,2.3,72.0,856.0,0.032,45.0,31.0,201.51
348,23,17.5,0.0,3.9,83.0,1884.0,0.032,26.0,20.0,121.22
349,2,22.3,0.0,2.1,42.0,2000.0,0.041,28.0,16.0,44.55
350,9,21.4,0.0,1.3,35.0,2000.0,0.025,30.0,15.0,119.11
352,1,19.2,0.0,1.4,80.0,1085.0,0.0,0.0,0.0,60.28
355,4,15.5,0.0,2.3,86.0,798.0,0.048,24.0,21.0,13.58
356,15,25.5,0.0,3.6,40.0,1404.0,0.077,0.0,0.0,237.31
358,1,23.6,0.0,0.9,83.0,466.0,0.0,0.0,0.0,61.85
363,13,28.5,0.0,1.3,48.0,1853.0,0.04,25.0,19.0,132.82
369,14,28.6,0.0,3.6,40.0,1675.0,0.063,44.0,27.0,161.24
371,5,18.1,0.0,3.0,76.0,403.0,0.055,52.0,41.0,17.99
372,14,29.8,0.0,3.1,42.0,1126.0,0.059,42.0,30.0,147.21
375,20,27.5,0.0,2.4,32.0,2000.0,0.048,35.0,24.0,299.73
380,13,29.6,0.0,3.1,49.0,870.0,0.041,34.0,29.0,128.81
388,2,18.2,0.0,3.0,39.0,2000.0,0.032,21.0,10.0,44.47
391,15,29.0,0.0,2.9,49.0,1776.0,0.052,0.0,0.0,147.71
392,19,25.5,0.0,2.7,71.0,1248.0,0.056,28.0,22.0,265.85
393,18,28.5,0.0,3.9,37.0,1955.0,0.069,42.0,23.0,374.08
394,8,20.0,0.0,0.8,65.0,652.0,0.017,44.0,28.0,208.42
396,3,19.7,0.0,0.6,69.0,1626.0,0.017,36.0,25.0,28.45
401,6,17.8,0.0,1.3,86.0,788.0,0.026,35.0,20.0,37.72
407,0,17.3,0.0,3.5,82.0,2000.0,0.043,23.0,17.0,111.6
409,0,21.1,0.0,1.9,26.0,2000.0,0.045,43.0,18.0,83.39
410,9,25.3,0.0,1.2,54.0,1349.0,0.012,28.0,20.0,113.29
416,16,18.1,0.0,2.5,92.0,720.0,0.02,30.0,23.0,96.18
418,9,20.6,0.0,2.3,43.0,2000.0,0.041,21.0,13.0,120.89
420,13,27.5,0.0,3.3,26.0,2000.0,0.048,28.0,16.0,147.3
421,15,32.1,0.0,1.9,34.0,977.0,0.119,61.0,42.0,220.87
422,14,29.2,0.0,3.0,50.0,1800.0,0.045,24.0,20.0,138.67
424,19,25.6,0.0,4.3,21.0,2000.0,0.051,24.0,14.0,291.33
428,18,28.0,0.0,3.2,64.0,842.0,0.068,47.0,37.0,341.39
429,17,31.1,0.0,2.9,45.0,718.0,0.094,63.0,51.0,232.39
431,22,22.5,0.0,1.8,85.0,1111.0,0.03,29.0,26.0,168.76
435,4,15.8,1.0,2.2,100.0,188.0,0.036,9.0,9.0,10.83
439,9,19.6,0.0,0.8,37.0,2000.0,0.028,31.0,15.0,114.99
441,5,21.3,1.0,2.1,87.0,187.0,0.036,25.0,21.0,11.37
447,0,24.2,0.0,1.2,70.0,1050.0,0.036,27.0,22.0,96.03
449,15,30.3,0.0,1.7,45.0,805.0,0.067,42.0,32.0,152.62
451,15,30.0,0.0,4.5,47.0,1340.0,0.07,48.0,33.0,148.37
452,4,22.3,0.0,0.9,71.0,1423.0,0.006,30.0,23.0,16.21
454,20,22.1,0.0,4.9,68.0,567.0,0.075,53.0,42.0,212.41
458,17,31.7,0.0,3.0,40.0,565.0,0.125,91.0,63.0,230.15
463,13,28.1,0.0,2.0,35.0,1578.0,0.042,52.0,34.0,121.71
467,4,22.7,0.0,1.1,82.0,315.0,0.032,54.0,40.0,14.36
470,18,24.5,1.0,2.1,81.0,1020.0,0.059,26.0,21.0,241.02
471,14,23.3,0.0,1.3,40.0,2000.0,0.041,30.0,17.0,147.86
474,20,26.5,0.0,2.7,39.0,1945.0,0.058,42.0,30.0,295.51
478,4,23.1,0.0,1.7,61.0,1349.0,0.037,45.0,32.0,17.42
483,9,21.9,0.0,2.0,75.0,934.0,0.019,32.0,25.0,120.76
484,14,24.7,0.0,3.4,49.0,656.0,0.077,62.0,40.0,136.57
485,0,23.3,0.0,1.7,53.0,2000.0,0.003,34.0,24.0,86.13
486,12,27.4,0.0,2.4,36.0,1357.0,0.043,50.0,35.0,123.72
491,10,25.8,0.0,0.7,65.0,409.0,0.026,50.0,38.0,98.74
494,10,20.1,0.0,2.7,73.0,385.0,0.049,55.0,44.0,107.55
495,22,25.1,0.0,2.2,71.0,758.0,0.032,42.0,33.0,249.85
497,22,22.9,0.0,2.3,64.0,1291.0,0.022,40.0,30.0,208.97
499,16,30.7,0.0,3.7,45.0,1070.0,0.062,44.0,34.0,144.53
515,12,23.0,0.0,3.1,58.0,1369.0,0.034,37.0,21.0,107.99
518,22,21.1,0.0,4.0,57.0,1935.0,0.035,35.0,22.0,214.6
521,8,18.3,0.0,1.7,44.0,2000.0,0.016,26.0,15.0,179.64
525,13,31.6,0.0,1.2,28.0,1703.0,0.06,0.0,29.0,158.38
529,17,26.7,0.0,4.1,40.0,1980.0,0.061,42.0,27.0,248.47
532,13,27.7,0.0,1.5,43.0,1973.0,0.018,35.0,23.0,146.28
534,0,21.9,0.0,2.1,79.0,1808.0,0.038,20.0,15.0,108.75
540,0,19.0,0.0,2.8,38.0,2000.0,0.029,21.0,10.0,117.69
544,19,27.2,0.0,2.1,18.0,2000.0,0.047,21.0,8.0,306.98
547,15,25.6,0.0,2.0,21.0,2000.0,0.046,34.0,9.0,162.41
549,2,19.4,0.0,3.8,32.0,2000.0,0.037,41.0,18.0,42.19
563,2,21.1,0.0,1.1,75.0,637.0,0.039,55.0,33.0,33.82
564,14,30.8,0.0,3.0,32.0,1536.0,0.063,54.0,36.0,137.78
567,9,23.7,0.0,0.9,72.0,543.0,0.016,34.0,29.0,118.63
572,12,27.2,0.0,2.4,57.0,658.0,0.046,44.0,38.0,104.0
577,14,27.9,0.0,2.6,52.0,740.0,0.075,42.0,34.0,135.03
578,17,27.8,0.0,4.4,24.0,2000.0,0.058,25.0,14.0,256.1
585,18,29.0,0.0,3.5,49.0,1167.0,0.054,43.0,36.0,357.26
588,15,30.2,0.0,3.4,46.0,909.0,0.064,50.0,38.0,146.74
589,13,29.1,0.0,2.6,55.0,571.0,0.046,53.0,41.0,124.68
590,11,21.3,0.0,2.8,43.0,1926.0,0.033,34.0,17.0,106.99
592,5,22.5,0.0,0.9,82.0,496.0,0.024,33.0,27.0,17.31
594,18,23.6,1.0,3.3,80.0,1221.0,0.059,26.0,20.0,230.45
596,5,20.6,0.0,1.1,82.0,983.0,0.033,28.0,23.0,15.02
598,18,29.5,0.0,3.5,53.0,715.0,0.076,54.0,45.0,348.93
599,12,26.9,0.0,2.5,26.0,1922.0,0.043,24.0,16.0,146.47
605,6,20.9,0.0,1.7,83.0,1421.0,0.034,20.0,17.0,37.69
606,12,27.4,0.0,0.9,54.0,1645.0,0.031,27.0,17.0,138.64
607,21,25.1,0.0,3.4,68.0,1178.0,0.039,35.0,26.0,254.5
608,22,20.9,0.0,3.3,42.0,2000.0,0.043,24.0,15.0,217.67
609,1,18.6,0.0,2.4,37.0,2000.0,0.0,0.0,0.0,71.88
610,19,25.2,0.0,4.1,46.0,1988.0,0.046,40.0,21.0,278.54
611,8,21.7,0.0,2.2,77.0,1753.0,0.022,20.0,15.0,191.18
614,15,25.2,0.0,3.7,50.0,1719.0,0.0,32.0,21.0,130.87
615,20,21.6,0.0,4.1,67.0,1967.0,0.033,28.0,16.0,225.39
616,22,25.0,0.0,2.4,54.0,1659.0,0.057,53.0,35.0,264.68
617,13,24.6,0.0,3.1,50.0,1669.0,0.052,38.0,25.0,125.6
618,19,23.1,0.0,4.3,51.0,1039.0,0.062,36.0,28.0,238.57
624,9,22.8,0.0,2.2,69.0,812.0,0.025,32.0,24.0,117.86
629,13,29.6,0.0,2.6,32.0,1818.0,0.046,59.0,36.0,132.52
631,0,25.1,0.0,3.0,47.0,1984.0,0.032,43.0,27.0,92.5
633,7,22.0,0.0,1.3,80.0,545.0,0.015,37.0,30.0,88.18
637,3,21.7,0.0,2.4,79.0,1535.0,0.031,26.0,22.0,25.75
638,11,26.0,0.0,2.0,57.0,781.0,0.019,33.0,26.0,104.48
643,1,16.8,0.0,3.6,83.0,1839.0,0.0,0.0,0.0,76.8
644,23,20.6,0.0,2.6,63.0,1678.0,0.03,42.0,22.0,128.34
645,2,21.5,0.0,0.9,75.0,1317.0,0.019,31.0,24.0,32.27
646,21,20.7,0.0,3.1,60.0,1121.0,0.057,33.0,29.0,212.13
648,17,21.5,0.0,3.4,54.0,1937.0,0.04,25.0,17.0,197.18
650,6,18.3,0.0,1.1,65.0,2000.0,0.024,28.0,15.0,35.82
651,8,22.1,0.0,1.3,72.0,803.0,0.028,32.0,23.0,208.13
652,23,25.6,0.0,3.9,42.0,2000.0,0.032,42.0,32.0,257.68
656,23,19.7,0.0,1.5,77.0,1621.0,0.027,31.0,17.0,108.49
657,5,22.8,0.0,1.8,60.0,1225.0,0.026,52.0,37.0,20.44
659,7,18.3,0.0,2.5,77.0,331.0,0.061,53.0,39.0,60.81
660,17,23.3,0.0,4.4,61.0,739.0,0.073,54.0,40.0,199.69
662,10,25.9,0.0,1.5,41.0,1542.0,0.015,41.0,30.0,101.77
665,18,27.9,0.0,4.3,41.0,1954.0,0.078,45.0,30.0,387.12
675,19,29.0,0.0,4.0,38.0,1959.0,0.053,0.0,0.0,317.05
681,23,19.1,0.0,1.0,59.0,2000.0,0.027,35.0,18.0,166.02
682,17,25.9,0.0,4.3,58.0,1794.0,0.026,46.0,28.0,207.21
685,5,15.6,0.0,0.5,46.0,2000.0,0.003,24.0,13.0,18.97
686,14,26.8,0.0,4.5,22.0,2000.0,0.062,28.0,17.0,212.83
689,3,21.3,0.0,1.7,77.0,1247.0,0.024,30.0,24.0,26.65
696,13,23.0,0.0,3.2,26.0,2000.0,0.037,45.0,13.0,126.37
703,23,22.3,0.0,2.3,67.0,1236.0,0.021,33.0,27.0,145.59
704,10,24.8,0.0,1.4,69.0,538.0,0.033,43.0,35.0,96.56
705,22,20.0,0.0,2.3,78.0,1753.0,0.027,31.0,17.0,110.26
714,21,21.1,0.0,2.9,43.0,2000.0,0.042,28.0,18.0,230.81
717,7,18.7,0.0,1.2,74.0,824.0,0.014,38.0,24.0,95.21
718,4,23.0,0.0,1.7,80.0,577.0,0.021,31.0,24.0,14.44
720,7,15.8,0.0,1.6,54.0,2000.0,0.033,23.0,15.0,86.11
721,17,29.6,0.0,3.7,31.0,1584.0,0.098,47.0,35.0,253.94
723,21,21.0,0.0,3.5,32.0,2000.0,0.028,28.0,12.0,233.68
726,8,22.4,0.0,1.0,80.0,473.0,0.016,34.0,29.0,203.18
728,14,29.1,0.0,2.4,44.0,664.0,0.047,51.0,35.0,145.14
730,8,21.3,0.0,1.6,60.0,902.0,0.049,44.0,30.0,194.92
731,3,22.8,0.0,1.1,67.0,1637.0,0.0069999999999999,29.0,22.0,25.76
734,18,27.3,0.0,3.2,16.0,2000.0,0.047,18.0,8.0,342.78
737,0,21.4,0.0,2.5,84.0,1163.0,0.019,29.0,22.0,71.22
738,4,17.2,0.0,2.4,49.0,2000.0,0.031,24.0,12.0,19.76
745,16,30.0,0.0,3.4,51.0,911.0,0.057,28.0,20.0,152.45
746,3,23.5,0.0,1.1,77.0,581.0,0.008,37.0,28.0,27.06
749,20,22.0,0.0,3.6,52.0,1895.0,0.06,33.0,26.0,234.52
752,3,21.2,0.0,1.6,80.0,684.0,0.026,32.0,26.0,27.7
753,8,21.6,0.0,0.4,86.0,396.0,0.011,41.0,30.0,194.72
758,20,22.0,0.0,2.6,35.0,2000.0,0.036,32.0,14.0,243.62
765,5,22.7,0.0,2.6,81.0,445.0,0.04,33.0,25.0,16.06
766,17,29.3,0.0,3.1,41.0,934.0,0.098,67.0,46.0,233.82
768,0,22.1,0.0,2.3,68.0,1203.0,0.02,35.0,27.0,85.77
769,16,26.8,0.0,2.1,18.0,1997.0,0.046,30.0,10.0,189.38
774,14,26.6,0.0,4.4,50.0,1833.0,0.052,40.0,29.0,134.59
775,10,19.3,0.0,3.6,48.0,1949.0,0.029,32.0,16.0,108.0
781,1,20.1,0.0,3.1,81.0,266.0,0.0,0.0,0.0,62.53
784,19,27.4,0.0,3.4,45.0,1857.0,0.066,46.0,26.0,329.83
794,4,24.1,0.0,1.5,52.0,2000.0,0.011,30.0,24.0,19.29
795,20,25.3,0.0,5.4,30.0,1975.0,0.042,47.0,19.0,267.5
796,0,23.5,0.0,1.1,66.0,1618.0,0.011,28.0,20.0,85.0
802,22,22.9,1.0,1.1,85.0,564.0,0.022,45.0,28.0,174.23
803,8,21.3,0.0,1.3,52.0,1843.0,0.0069999999999999,37.0,24.0,214.66
805,2,21.3,0.0,2.1,81.0,621.0,0.024,33.0,27.0,32.96
806,21,26.4,0.0,2.7,35.0,2000.0,0.041,49.0,36.0,289.96
807,10,24.4,0.0,1.5,56.0,1073.0,0.025,33.0,24.0,103.92
809,5,17.9,0.0,1.2,86.0,816.0,0.027,31.0,20.0,15.99
810,16,26.9,0.0,5.1,46.0,1787.0,0.046,33.0,23.0,161.39
812,8,20.9,0.0,1.3,80.0,731.0,0.021,30.0,25.0,196.4
814,9,22.6,0.0,2.0,64.0,749.0,0.029,49.0,27.0,113.99
818,20,23.9,0.0,3.4,45.0,1957.0,0.061,43.0,26.0,248.43
819,14,31.7,0.0,3.6,28.0,1480.0,0.068,49.0,31.0,130.57
825,0,14.8,1.0,2.8,97.0,356.0,0.036,12.0,11.0,72.32
836,12,18.9,0.0,2.1,98.0,203.0,0.012,28.0,19.0,111.65
839,13,25.7,0.0,3.9,52.0,1293.0,0.045,41.0,28.0,118.55
847,21,24.9,0.0,3.3,34.0,2000.0,0.04,33.0,16.0,262.27
848,8,20.4,0.0,2.1,89.0,978.0,0.025,23.0,17.0,189.82
851,14,28.8,0.0,2.4,51.0,757.0,0.063,46.0,38.0,117.92
852,12,26.0,0.0,2.3,26.0,2000.0,0.034,28.0,13.0,132.81
853,6,20.6,1.0,1.9,91.0,430.0,0.031,24.0,21.0,34.17
857,14,24.3,0.0,3.9,23.0,2000.0,0.046,27.0,14.0,138.68
858,2,24.1,0.0,2.7,56.0,1565.0,0.035,46.0,33.0,45.55
859,21,23.8,0.0,3.7,57.0,1645.0,0.026,42.0,32.0,217.95
861,2,15.3,1.0,2.5,100.0,237.0,0.036,9.0,9.0,25.16
867,11,25.1,0.0,2.9,50.0,874.0,0.07,49.0,35.0,103.45
870,20,24.2,0.0,3.6,80.0,958.0,0.052,30.0,25.0,214.24
871,23,23.8,0.0,2.4,40.0,2000.0,0.022,42.0,30.0,217.5
872,15,33.8,0.0,1.7,27.0,1900.0,0.085,37.0,24.0,222.18
874,18,30.1,0.0,1.3,19.0,1949.0,0.085,25.0,18.0,362.17
881,15,28.0,0.0,4.1,19.0,1989.0,0.056,25.0,10.0,208.88
886,12,22.8,0.0,3.8,23.0,2000.0,0.039,21.0,11.0,132.1
890,1,20.9,0.0,0.4,73.0,1218.0,0.0,0.0,0.0,62.28
895,12,25.1,0.0,3.5,25.0,2000.0,0.055,22.0,13.0,171.11
899,0,23.3,0.0,1.4,56.0,1507.0,0.042,47.0,29.0,93.24
900,20,25.1,0.0,4.7,53.0,2000.0,0.05,38.0,24.0,267.74
901,21,23.7,0.0,4.3,25.0,2000.0,0.04,50.0,19.0,244.81
902,16,27.3,0.0,2.1,27.0,1975.0,0.065,23.0,12.0,252.22
903,6,20.1,0.0,0.7,58.0,2000.0,0.012,35.0,24.0,35.24
913,21,23.7,0.0,3.5,22.0,2000.0,0.038,23.0,13.0,255.42
918,23,22.8,0.0,3.8,40.0,2000.0,0.038,25.0,11.0,195.29
923,21,20.2,0.0,3.7,74.0,1812.0,0.028,33.0,17.0,123.61
924,2,21.7,0.0,1.7,79.0,1555.0,0.022,28.0,21.0,36.28
926,3,19.2,0.0,0.3,66.0,1798.0,0.03,31.0,21.0,24.44
927,5,16.9,0.0,2.3,51.0,2000.0,0.031,25.0,13.0,20.02
930,20,24.3,0.0,2.6,66.0,926.0,0.034,46.0,29.0,225.6
934,2,18.9,0.0,2.2,83.0,791.0,0.021,33.0,19.0,30.32
937,23,22.1,0.0,1.5,80.0,1563.0,0.033,21.0,19.0,127.49
939,19,18.7,0.0,3.3,81.0,1637.0,0.028,24.0,16.0,138.95
941,7,17.0,0.0,2.8,51.0,2000.0,0.037,22.0,11.0,91.05
942,18,29.5,0.0,3.8,31.0,1951.0,0.069,39.0,27.0,370.96
946,20,26.6,0.0,3.1,56.0,1174.0,0.041,42.0,33.0,283.92
950,10,24.4,0.0,2.0,58.0,869.0,0.04,45.0,28.0,97.54
953,9,17.1,0.0,2.4,77.0,416.0,0.053,53.0,36.0,81.87
959,11,18.4,1.0,0.7,100.0,238.0,0.009,17.0,14.0,103.95
961,3,18.3,0.0,1.4,86.0,861.0,0.024,32.0,18.0,30.34
962,7,21.1,0.0,1.6,80.0,1722.0,0.031,21.0,14.0,89.86
964,19,17.4,1.0,1.5,80.0,1136.0,0.041,22.0,18.0,83.18
969,21,21.5,0.0,4.0,71.0,499.0,0.066,58.0,44.0,186.7
971,12,22.3,0.0,5.0,36.0,1938.0,0.039,35.0,17.0,146.54
976,6,18.7,0.0,0.8,72.0,1126.0,0.017,37.0,22.0,39.23
978,20,22.6,0.0,3.2,35.0,2000.0,0.046,30.0,14.0,250.92
980,23,25.2,0.0,2.2,60.0,1561.0,0.033,30.0,26.0,243.61
981,14,25.9,0.0,3.5,45.0,1376.0,0.065,39.0,25.0,158.6
